feature,method,score,leak_risk
Website_https://www.dana.com,Pearson,0.0094,Low
company_Kontoor Brands,Pearson,0.0094,Low
CEO_Philip R. Gallagher,Pearson,0.0094,Low
Ticker_ACHC,Pearson,0.0094,Low
CEO_J. Frank Harrison III,Pearson,0.0094,Low
Ticker_ENSG,Pearson,0.0094,Low
company_Dana,Pearson,0.0094,Low
Ticker_NEU,Pearson,0.0094,Low
Website_https://www.acushnetholdingscorp.com,Pearson,0.0094,Low
Website_https://www.kontoorbrands.com,Pearson,0.0094,Low
Ticker_GOLF,Pearson,0.0094,Low
city_Middleton,Pearson,0.0094,Low
Website_https://www.valmont.com,Pearson,0.0094,Low
Ticker_AVT,Pearson,0.0094,Low
CEO_David M. Maura,Pearson,0.0094,Low
city_Fairhaven,Pearson,0.0094,Low
Website_https://www.acadiahealthcare.com,Pearson,0.0094,Low
company_Valmont Industries,Pearson,0.0094,Low
CEO_Michael P. Doss,Pearson,0.0093,Low
Ticker_CLH,Pearson,0.0093,Low
company_Clean Harbors,Pearson,0.0093,Low
Ticker_BLMN,Pearson,0.0093,Low
Website_https://www.giii.com,Pearson,0.0093,Low
Website_https://www.flowersfoods.com,Pearson,0.0093,Low
Website_https://www.bloominbrands.com,Pearson,0.0093,Low
CEO_Christopher T. Gerard,Pearson,0.0093,Low
Ticker_WWD,Pearson,0.0093,Low
city_Baton Rouge,Pearson,0.0093,Low
CEO_Charles Blankenship Jr.,Pearson,0.0093,Low
company_Bloomin' Brands,Pearson,0.0093,Low
company_MSC Industrial Direct,Pearson,0.0093,Low
Ticker_RRX,Pearson,0.0093,Low
city_Norwell,Pearson,0.0093,Low
Website_https://www.cleanharbors.com,Pearson,0.0093,Low
CEO_Louis V. Pinkham,Pearson,0.0093,Low
CEO_Erik Gershwind,Pearson,0.0093,Low
prev_rank_435.0,Pearson,0.0093,Low
CEO_Judy R. McReynolds,Pearson,0.0093,Low
Website_https://www.regalrexnord.com,Pearson,0.0093,Low
CEO_Morris Goldfarb,Pearson,0.0093,Low
Website_https://www.elementsolutionsinc.com,Pearson,0.0093,Low
company_Southwest Gas Holdings,Pearson,0.0093,Low
company_Woodward,Pearson,0.0093,Low
Website_https://www.arcb.com,Pearson,0.0093,Low
company_Element Solutions,Pearson,0.0093,Low
CEO_Karen S. Haller,Pearson,0.0093,Low
company_Regal Rexnord,Pearson,0.0093,Low
CEO_Benjamin Gliklich,Pearson,0.0093,Low
Ticker_ESI,Pearson,0.0093,Low
city_Beloit,Pearson,0.0093,Low
Ticker_MSM,Pearson,0.0093,Low
company_Graphic Packaging Holding,Pearson,0.0093,Low
Ticker_GPK,Pearson,0.0093,Low
Website_https://www.swgasholdings.com,Pearson,0.0093,Low
company_G-III Apparel Group,Pearson,0.0093,Low
company_Flowers Foods,Pearson,0.0093,Low
Website_https://www.graphicpkg.com,Pearson,0.0093,Low
CEO_Alan S. McKim,Pearson,0.0093,Low
Website_https://www.woodward.com,Pearson,0.0093,Low
Website_https://www.amedisys.com,Pearson,0.0093,Low
Ticker_FLO,Pearson,0.0093,Low
CEO_A. Ryals McMullian,Pearson,0.0093,Low
Ticker_GIII,Pearson,0.0093,Low
company_ArcBest,Pearson,0.0093,Low
Website_https://www.mscdirect.com,Pearson,0.0093,Low
city_Fort Smith,Pearson,0.0093,Low
Ticker_AMED,Pearson,0.0093,Low
city_Fort Collins,Pearson,0.0093,Low
Ticker_ARCB,Pearson,0.0093,Low
CEO_David J. Deno,Pearson,0.0093,Low
company_Amedisys,Pearson,0.0093,Low
Ticker_SWX,Pearson,0.0093,Low
Ticker_TEX,Pearson,0.0092,Low
CEO_Dan L. Batrack,Pearson,0.0092,Low
Ticker_ASH,Pearson,0.0092,Low
Ticker_AVNT,Pearson,0.0092,Low
prev_rank_345.0,Pearson,0.0092,Low
company_Terex,Pearson,0.0092,Low
company_Syneos Health,Pearson,0.0092,Low
city_Mechanicsville,Pearson,0.0092,Low
CEO_Robert M. Patterson,Pearson,0.0092,Low
prev_rank_203.0,Pearson,0.0092,Low
Ticker_TTEK,Pearson,0.0092,Low
Website_https://www.insight.com,Pearson,0.0092,Low
Ticker_FCN,Pearson,0.0092,Low
company_Insight Enterprises,Pearson,0.0092,Low
Website_https://www.tetratech.com,Pearson,0.0092,Low
CEO_John L. Garrison Jr.,Pearson,0.0092,Low
CEO_Michelle Keefe,Pearson,0.0092,Low
CEO_Guillermo Novo,Pearson,0.0092,Low
Ticker_PATK,Pearson,0.0092,Low
company_Patrick Industries,Pearson,0.0092,Low
Ticker_CYH,Pearson,0.0092,Low
city_Avon Lake,Pearson,0.0092,Low
Ticker_NOW,Pearson,0.0092,Low
Ticker_NSIT,Pearson,0.0092,Low
city_Kansas City,Pearson,0.0092,Low
CEO_William McDermott,Pearson,0.0092,Low
Website_https://www.servicenow.com,Pearson,0.0092,Low
Website_https://www.siteone.com,Pearson,0.0092,Low
company_FTI Consulting,Pearson,0.0092,Low
CEO_Andy L. Nemeth,Pearson,0.0092,Low
CEO_Joyce A. Mullen,Pearson,0.0092,Low
company_Tetra Tech,Pearson,0.0092,Low
company_Community Health Systems,Pearson,0.0092,Low
Website_https://www.ashland.com,Pearson,0.0092,Low
Website_https://www.sbasite.com,Pearson,0.0092,Low
company_SBA Communications,Pearson,0.0092,Low
prev_rank_360.0,Pearson,0.0092,Low
company_SiteOne Landscape Supply,Pearson,0.0092,Low
company_ServiceNow,Pearson,0.0092,Low
city_Roswell,Pearson,0.0092,Low
Website_https://www.avient.com,Pearson,0.0092,Low
CEO_Jeffrey A. Stoops,Pearson,0.0092,Low
Website_https://www.syneoshealth.com,Pearson,0.0092,Low
Website_https://www.terex.com,Pearson,0.0092,Low
Ticker_SBAC,Pearson,0.0092,Low
Ticker_SITE,Pearson,0.0092,Low
city_Morrisville,Pearson,0.0092,Low
Website_https://www.fticonsulting.com,Pearson,0.0092,Low
CEO_Thomas J. Nimbley,Pearson,0.0092,Low
company_PBF Energy,Pearson,0.0092,Low
Website_https://www.owens-minor.com,Pearson,0.0092,Low
CEO_Tim L. Hingtgen,Pearson,0.0092,Low
Ticker_SYNH,Pearson,0.0092,Low
Website_https://www.chs.net,Pearson,0.0092,Low
company_Ashland,Pearson,0.0092,Low
company_Avient,Pearson,0.0092,Low
CEO_Edward A. Pesicka,Pearson,0.0092,Low
Website_https://www.patrickind.com,Pearson,0.0092,Low
prev_rank_259.0,Pearson,0.0092,Low
CEO_Doug Black,Pearson,0.0092,Low
company_Owens & Minor,Pearson,0.0092,Low
Website_https://www.pbfenergy.com,Pearson,0.0092,Low
CEO_Steven H. Gunby,Pearson,0.0092,Low
Ticker_OMI,Pearson,0.0092,Low
Ticker_PBF,Pearson,0.0092,Low
city_Downers Grove,Pearson,0.0091,Low
Website_https://www.ingles-markets.com,Pearson,0.0091,Low
company_Hawaiian Electric Industries,Pearson,0.0091,Low
CEO_Derek J. Leathers,Pearson,0.0091,Low
company_AptarGroup,Pearson,0.0091,Low
company_PROG Holdings,Pearson,0.0091,Low
CEO_Denise A. Paulonis,Pearson,0.0091,Low
Ticker_ATR,Pearson,0.0091,Low
Website_https://www.juniper.net,Pearson,0.0091,Low
Website_https://www.mercuryinsurance.com,Pearson,0.0091,Low
prev_rank_221.0,Pearson,0.0091,Low
Website_https://www.texasroadhouse.com,Pearson,0.0091,Low
Ticker_GPS,Pearson,0.0091,Low
company_GoDaddy,Pearson,0.0091,Low
company_Hillenbrand,Pearson,0.0091,Low
CEO_John P. Groetelaars,Pearson,0.0091,Low
company_Texas Roadhouse,Pearson,0.0091,Low
company_Howmet Aerospace,Pearson,0.0091,Low
Ticker_GDDY,Pearson,0.0091,Low
Website_https://www.werner.com,Pearson,0.0091,Low
company_Hill-Rom Holdings,Pearson,0.0091,Low
Website_https://www.becn.com,Pearson,0.0091,Low
Website_https://www.godaddy.com,Pearson,0.0091,Low
Website_https://www.howmet.com,Pearson,0.0091,Low
Website_https://www.hillrom.com,Pearson,0.0091,Low
Website_https://www.hillenbrand.com,Pearson,0.0091,Low
CEO_John C. Plant,Pearson,0.0091,Low
city_Draper,Pearson,0.0091,Low
Website_https://www.sprouts.com,Pearson,0.0091,Low
Ticker_JNPR,Pearson,0.0091,Low
CEO_Sandra B. Cochran,Pearson,0.0091,Low
CEO_Scott W.H. Seu,Pearson,0.0091,Low
Website_https://www.aptar.com,Pearson,0.0091,Low
company_Werner Enterprises,Pearson,0.0091,Low
CEO_James W. Lanning,Pearson,0.0091,Low
company_Sprouts Farmers Market,Pearson,0.0091,Low
Website_https://www.crackerbarrel.com,Pearson,0.0091,Low
CEO_Jay L. Geldmacher,Pearson,0.0091,Low
Ticker_IMKTA,Pearson,0.0091,Low
Ticker_HWM,Pearson,0.0091,Low
Ticker_HE,Pearson,0.0091,Low
Ticker_HI,Pearson,0.0091,Low
company_Gap,Pearson,0.0091,Low
CEO_Bobby L. Martin,Pearson,0.0091,Low
city_Johns Creek,Pearson,0.0091,Low
CEO_W. M. Rush,Pearson,0.0091,Low
Ticker_MCY,Pearson,0.0091,Low
CEO_Anthony J. Wood,Pearson,0.0091,Low
CEO_Jack L. Sinclair,Pearson,0.0091,Low
Website_https://www.hei.com,Pearson,0.0091,Low
city_Lebanon,Pearson,0.0091,Low
CEO_Julian G. Francis,Pearson,0.0091,Low
company_Juniper Networks,Pearson,0.0091,Low
Website_https://www.saia.com,Pearson,0.0091,Low
Website_https://www.rushenterprises.com,Pearson,0.0091,Low
Website_https://www.roku.com,Pearson,0.0091,Low
Website_https://www.sallybeautyholdings.com,Pearson,0.0091,Low
CEO_Stephan B. Tanda,Pearson,0.0091,Low
CEO_Sean D. Keohane,Pearson,0.0091,Low
Website_https://www.resideo.com,Pearson,0.0091,Low
company_Resideo Technologies,Pearson,0.0091,Low
company_Roku,Pearson,0.0091,Low
company_Rush Enterprises,Pearson,0.0091,Low
CEO_Aman Bhutani,Pearson,0.0091,Low
Ticker_HRC,Pearson,0.0091,Low
CEO_Rami Rahim,Pearson,0.0091,Low
company_Sally Beauty Holdings,Pearson,0.0091,Low
company_Ingles Markets,Pearson,0.0091,Low
company_Saia,Pearson,0.0091,Low
Ticker_POR,Pearson,0.0091,Low
Website_https://www.portlandgeneral.com,Pearson,0.0091,Low
CEO_Steven A. Michaels,Pearson,0.0091,Low
Website_https://www.progleasing.com,Pearson,0.0091,Low
city_Black Mountain,Pearson,0.0091,Low
company_Cracker Barrel Old Country Store,Pearson,0.0091,Low
CEO_Christina Spade,Pearson,0.0091,Low
CEO_Frederick J. Holzgrefe III,Pearson,0.0091,Low
CEO_Gabriel Tirador,Pearson,0.0091,Low
Ticker_REZI,Pearson,0.0091,Low
Ticker_ROKU,Pearson,0.0091,Low
Ticker_RUSHB,Pearson,0.0091,Low
Ticker_SAIA,Pearson,0.0091,Low
Ticker_CBT,Pearson,0.0091,Low
company_Portland General Electric,Pearson,0.0091,Low
CEO_Kimberly K. Ryan,Pearson,0.0091,Low
prev_rank_420.0,Pearson,0.0091,Low
Ticker_AMCX,Pearson,0.0091,Low
city_Batesville,Pearson,0.0091,Low
CEO_Gerald L. Morgan,Pearson,0.0091,Low
Ticker_PRG,Pearson,0.0091,Low
Ticker_SBH,Pearson,0.0091,Low
Ticker_CBRL,Pearson,0.0091,Low
company_Mercury General,Pearson,0.0091,Low
city_New Braunfels,Pearson,0.0091,Low
CEO_Maria M. Pope,Pearson,0.0091,Low
city_Denton,Pearson,0.0091,Low
Ticker_BECN,Pearson,0.0091,Low
Website_https://www.amcnetworks.com,Pearson,0.0091,Low
Website_https://www.gapinc.com,Pearson,0.0091,Low
company_Cabot,Pearson,0.0091,Low
Ticker_SFM,Pearson,0.0091,Low
city_Crystal Lake,Pearson,0.0091,Low
company_Beacon Roofing Supply,Pearson,0.0091,Low
Ticker_TXRH,Pearson,0.0091,Low
Website_https://www.cabotcorp.com,Pearson,0.0091,Low
company_AMC Networks,Pearson,0.0091,Low
Ticker_WERN,Pearson,0.0091,Low
Ticker_IFF,Pearson,0.009,Low
Website_https://www.campingworld.com,Pearson,0.009,Low
CEO_Kevin J. McNamara,Pearson,0.009,Low
company_Match Group,Pearson,0.009,Low
Website_https://www.bruker.com,Pearson,0.009,Low
prev_rank_496.0,Pearson,0.009,Low
CEO_Lynn J. Good,Pearson,0.009,Low
CEO_Frank H. Laukien,Pearson,0.009,Low
CEO_Christopher L. Mapes,Pearson,0.009,Low
Website_https://www.abercrombie.com,Pearson,0.009,Low
CEO_Timothy M. Archer,Pearson,0.009,Low
company_Five Below,Pearson,0.009,Low
CEO_Jure Sola,Pearson,0.009,Low
company_Lincoln Electric Holdings,Pearson,0.009,Low
Website_https://www.duke-energy.com,Pearson,0.009,Low
company_Science Applications International,Pearson,0.009,Low
Ticker_SAIC,Pearson,0.009,Low
Website_https://www.mtch.com,Pearson,0.009,Low
Ticker_FIVE,Pearson,0.009,Low
company_Sanmina,Pearson,0.009,Low
Website_https://www.vistaoutdoor.com,Pearson,0.009,Low
Ticker_CWH,Pearson,0.009,Low
Ticker_CW,Pearson,0.009,Low
Ticker_BRKR,Pearson,0.009,Low
CEO_Fran Horowitz,Pearson,0.009,Low
Ticker_CHE,Pearson,0.009,Low
Ticker_LRCX,Pearson,0.009,Low
Website_https://www.iff.com,Pearson,0.009,Low
company_Camping World Holdings,Pearson,0.009,Low
city_New Albany,Pearson,0.009,Low
Ticker_MTCH,Pearson,0.009,Low
Website_https://www.spireenergy.com,Pearson,0.009,Low
prev_rank_412.0,Pearson,0.009,Low
Website_https://www.saic.com,Pearson,0.009,Low
CEO_Marcus A. Lemonis,Pearson,0.009,Low
company_International Flavors & Fragrances,Pearson,0.009,Low
Website_https://www.sanmina.com,Pearson,0.009,Low
prev_rank_418.0,Pearson,0.009,Low
prev_rank_304.0,Pearson,0.009,Low
prev_rank_126.0,Pearson,0.009,Low
CEO_Lynn M. Bamford,Pearson,0.009,Low
Website_https://www.chemed.com,Pearson,0.009,Low
state_DE,Pearson,0.009,Low
Ticker_SR,Pearson,0.009,Low
Ticker_ANF,Pearson,0.009,Low
company_Chemed,Pearson,0.009,Low
company_Bruker,Pearson,0.009,Low
Ticker_SANM,Pearson,0.009,Low
CEO_Joel D. Anderson,Pearson,0.009,Low
company_Duke Energy,Pearson,0.009,Low
CEO_Suzanne Sitherwood,Pearson,0.009,Low
Ticker_LECO,Pearson,0.009,Low
CEO_Nazzic S. Keene,Pearson,0.009,Low
CEO_Bernard Kim,Pearson,0.009,Low
Website_https://www.lamresearch.com,Pearson,0.009,Low
Website_https://www.fivebelow.com,Pearson,0.009,Low
Website_https://www.lincolnelectric.com,Pearson,0.009,Low
company_Lam Research,Pearson,0.009,Low
company_Curtiss-Wright,Pearson,0.009,Low
CEO_Franklin K. Clyburn Jr.,Pearson,0.009,Low
company_Vista Outdoor,Pearson,0.009,Low
Ticker_VSTO,Pearson,0.009,Low
CEO_Christopher T. Metz,Pearson,0.009,Low
city_Anoka,Pearson,0.009,Low
company_Abercrombie & Fitch,Pearson,0.009,Low
Ticker_DUK,Pearson,0.009,Low
Website_https://www.curtisswright.com,Pearson,0.009,Low
company_Spire,Pearson,0.009,Low
CEO_David J. Stetson,Pearson,0.0089,Low
Website_https://www.winnebagoind.com,Pearson,0.0089,Low
Ticker_VSH,Pearson,0.0089,Low
Website_www.delta.com,Pearson,0.0089,Low
company_Delta Air Lines,Pearson,0.0089,Low
CEO_Jason D. Lippert,Pearson,0.0089,Low
Website_https://www.ryerson.com,Pearson,0.0089,Low
Ticker_COWN,Pearson,0.0089,Low
Ticker_FND,Pearson,0.0089,Low
CEO_Edward J. Lehner,Pearson,0.0089,Low
company_Floor & Decor Holdings,Pearson,0.0089,Low
company_BlueLinx Holdings,Pearson,0.0089,Low
Ticker_BXC,Pearson,0.0089,Low
Website_https://www.maximus.com,Pearson,0.0089,Low
Ticker_DCI,Pearson,0.0089,Low
CEO_Tod E. Carpenter,Pearson,0.0089,Low
Website_https://www.cowen.com,Pearson,0.0089,Low
Website_https://www.donaldson.com,Pearson,0.0089,Low
CEO_Gerald Paul,Pearson,0.0089,Low
Website_https://www.vishay.com,Pearson,0.0089,Low
Website_https://www.bluelinxco.com,Pearson,0.0089,Low
Ticker_DAL,Pearson,0.0089,Low
company_Alpha Metallurgical Resources,Pearson,0.0089,Low
company_Ryerson Holding,Pearson,0.0089,Low
CEO_Thomas Taylor,Pearson,0.0089,Low
company_Coherent,Pearson,0.0089,Low
city_Saxonburg,Pearson,0.0089,Low
Ticker_WGO,Pearson,0.0089,Low
CEO_Vincent D. Mattera Jr.,Pearson,0.0089,Low
company_LCI Industries,Pearson,0.0089,Low
Website_https://www.ii-vi.com,Pearson,0.0089,Low
CEO_Michael Happe,Pearson,0.0089,Low
city_Malvern,Pearson,0.0089,Low
city_Marietta,Pearson,0.0089,Low
company_Winnebago Industries,Pearson,0.0089,Low
city_Bristol,Pearson,0.0089,Low
CEO_Dwight A.K. Gibson,Pearson,0.0089,Low
company_Cowen,Pearson,0.0089,Low
prev_rank_178.0,Pearson,0.0089,Low
company_Vishay Intertechnology,Pearson,0.0089,Low
Ticker_AMR,Pearson,0.0089,Low
Website_https://www.flooranddecor.com,Pearson,0.0089,Low
company_Donaldson,Pearson,0.0089,Low
Ticker_LCII,Pearson,0.0089,Low
CEO_Edward H. Bastian,Pearson,0.0089,Low
company_Maximus,Pearson,0.0089,Low
CEO_Jeffrey Solomon,Pearson,0.0089,Low
Ticker_MMS,Pearson,0.0089,Low
Ticker_COHR,Pearson,0.0089,Low
Website_https://www.alphametresources.com,Pearson,0.0089,Low
Ticker_RYI,Pearson,0.0089,Low
CEO_Bruce L. Caswell,Pearson,0.0089,Low
Website_https://www.lci1.com,Pearson,0.0089,Low
CEO_Luca Savi,Pearson,0.0088,Low
Website_https://https://investor.pinterestinc.com,Pearson,0.0088,Low
city_White Plains,Pearson,0.0088,Low
CEO_Remi G. Lalonde,Pearson,0.0088,Low
CEO_Thomas P. Werner,Pearson,0.0088,Low
company_Rocket Companies,Pearson,0.0088,Low
Website_https://www.urbn.com,Pearson,0.0088,Low
CEO_Richard A. Hayne,Pearson,0.0088,Low
company_Urban Outfitters,Pearson,0.0088,Low
company_ITT,Pearson,0.0088,Low
Ticker_URBN,Pearson,0.0088,Low
Ticker_BWXT,Pearson,0.0088,Low
Ticker_LW,Pearson,0.0088,Low
Ticker_CASY,Pearson,0.0088,Low
Website_https://www.bwxt.com,Pearson,0.0088,Low
Ticker_IBKR,Pearson,0.0088,Low
Ticker_AYI,Pearson,0.0088,Low
Website_https://www.caseys.com,Pearson,0.0088,Low
company_Raytheon Technologies,Pearson,0.0088,Low
CEO_Robert M. Calderoni,Pearson,0.0088,Low
Website_https://www.travelandleisureco.com,Pearson,0.0088,Low
company_Warner Music Group,Pearson,0.0088,Low
prev_rank_371.0,Pearson,0.0088,Low
prev_rank_194.0,Pearson,0.0088,Low
Website_https://www.acuitybrands.com,Pearson,0.0088,Low
CEO_Gregory J. Hayes,Pearson,0.0088,Low
Ticker_PINS,Pearson,0.0088,Low
Website_www.rtx.com,Pearson,0.0088,Low
Website_https://www.lambweston.com,Pearson,0.0088,Low
Ticker_RTX,Pearson,0.0088,Low
city_Eagle,Pearson,0.0088,Low
prev_rank_57.0,Pearson,0.0088,Low
company_Resolute Forest Products,Pearson,0.0088,Low
company_Citrix Systems,Pearson,0.0088,Low
Ticker_CTXS,Pearson,0.0088,Low
company_Lamb Weston Holdings,Pearson,0.0088,Low
Website_https://www.resolutefp.com,Pearson,0.0088,Low
city_Lynchburg,Pearson,0.0088,Low
Website_https://www.citrix.com,Pearson,0.0088,Low
state_MD,Pearson,0.0088,Low
CEO_Milan Galik,Pearson,0.0088,Low
company_BWX Technologies,Pearson,0.0088,Low
Ticker_PLTK,Pearson,0.0088,Low
CEO_Neil M. Ashe,Pearson,0.0088,Low
Website_https://www.playtika.com,Pearson,0.0088,Low
city_Ankeny,Pearson,0.0088,Low
company_Pinterest,Pearson,0.0088,Low
Ticker_TNL,Pearson,0.0088,Low
CEO_Jay D. Farner,Pearson,0.0088,Low
company_Interactive Brokers Group,Pearson,0.0088,Low
Ticker_RFP,Pearson,0.0088,Low
company_Playtika Holding,Pearson,0.0088,Low
Website_https://www.itt.com,Pearson,0.0088,Low
CEO_Stephen F. Cooper,Pearson,0.0088,Low
CEO_Michael D. Brown,Pearson,0.0088,Low
Website_https://www.rocketcompanies.com,Pearson,0.0088,Low
Ticker_RKT,Pearson,0.0088,Low
Website_https://www.interactivebrokers.com,Pearson,0.0088,Low
company_Casey's General Stores,Pearson,0.0088,Low
CEO_William J. Ready,Pearson,0.0088,Low
company_Acuity Brands,Pearson,0.0088,Low
Ticker_WMG,Pearson,0.0088,Low
Ticker_ITT,Pearson,0.0088,Low
CEO_Darren M. Rebelez,Pearson,0.0088,Low
CEO_Rex D. Geveden,Pearson,0.0088,Low
company_Travel + Leisure,Pearson,0.0088,Low
CEO_Robert Antokol,Pearson,0.0088,Low
Website_https://www.wmg.com,Pearson,0.0088,Low
Website_https://www.xpo.com,Pearson,0.0087,Low
company_Stewart Information Services,Pearson,0.0087,Low
company_TriNet Group,Pearson,0.0087,Low
Ticker_NWSA,Pearson,0.0087,Low
CEO_David L. Rawlinson II,Pearson,0.0087,Low
CEO_Robert M. Buck,Pearson,0.0087,Low
CEO_Michael D. Casey,Pearson,0.0087,Low
Website_https://www.archrsc.com,Pearson,0.0087,Low
company_MasTec,Pearson,0.0087,Low
company_Carter's,Pearson,0.0087,Low
CEO_Susan Salka,Pearson,0.0087,Low
company_Arch Resources,Pearson,0.0087,Low
city_Providence,Pearson,0.0087,Low
Ticker_ARCH,Pearson,0.0087,Low
Ticker_STC,Pearson,0.0087,Low
prev_rank_337.0,Pearson,0.0087,Low
company_Welltower,Pearson,0.0087,Low
company_XPO Logistics,Pearson,0.0087,Low
CEO_Andrew W. Houston,Pearson,0.0087,Low
Ticker_AMN,Pearson,0.0087,Low
Website_https://www.qurateretail.com,Pearson,0.0087,Low
Website_https://www.stewart.com,Pearson,0.0087,Low
Ticker_TNET,Pearson,0.0087,Low
Ticker_ELY,Pearson,0.0087,Low
Ticker_WELL,Pearson,0.0087,Low
CEO_Frederick Eppinger,Pearson,0.0087,Low
Website_https://www.trinet.com,Pearson,0.0087,Low
CEO_Paul A. Lang,Pearson,0.0087,Low
city_Coral Gables,Pearson,0.0087,Low
prev_rank_441.0,Pearson,0.0087,Low
CEO_José R. Mas,Pearson,0.0087,Low
CEO_Robert J. Thomson,Pearson,0.0087,Low
Website_https://www.f5.com,Pearson,0.0087,Low
Website_https://www.topbuild.com,Pearson,0.0087,Low
CEO_Oliver G. Brewer III,Pearson,0.0087,Low
CEO_Brad Jacobs,Pearson,0.0087,Low
company_Qurate Retail,Pearson,0.0087,Low
Ticker_CRI,Pearson,0.0087,Low
company_News Corp.,Pearson,0.0087,Low
Website_https://www.carters.com,Pearson,0.0087,Low
company_Dropbox,Pearson,0.0087,Low
Ticker_QRTEA,Pearson,0.0087,Low
Website_https://www.amnhealthcare.com,Pearson,0.0087,Low
prev_rank_216.0,Pearson,0.0087,Low
company_AMN Healthcare Services,Pearson,0.0087,Low
Website_https://www.callawaygolf.com,Pearson,0.0087,Low
Ticker_XPO,Pearson,0.0087,Low
Website_https://www.newscorp.com,Pearson,0.0087,Low
Ticker_MTZ,Pearson,0.0087,Low
prev_rank_190.0,Pearson,0.0087,Low
Website_https://www.dropbox.com,Pearson,0.0087,Low
Ticker_BLD,Pearson,0.0087,Low
Website_https://www.welltower.com,Pearson,0.0087,Low
Ticker_FFIV,Pearson,0.0087,Low
CEO_Shankh S. Mitra,Pearson,0.0087,Low
Website_https://www.mastec.com,Pearson,0.0087,Low
Ticker_DBX,Pearson,0.0087,Low
CEO_Burton M. Goldfield,Pearson,0.0087,Low
company_F5,Pearson,0.0087,Low
company_Topgolf Callaway Brands,Pearson,0.0087,Low
company_TopBuild,Pearson,0.0087,Low
CEO_Fran?ois Locoh-Donou,Pearson,0.0087,Low
company_Silgan Holdings,Pearson,0.0086,Low
company_Sonic Automotive,Pearson,0.0086,Low
CEO_David Bruton Smith,Pearson,0.0086,Low
CEO_Colin Browne,Pearson,0.0086,Low
Ticker_GHC,Pearson,0.0086,Low
Ticker_ROL,Pearson,0.0086,Low
Website_https://www.rollins.com,Pearson,0.0086,Low
CEO_Amir Aghdaei,Pearson,0.0086,Low
prev_rank_308.0,Pearson,0.0086,Low
Website_https://www.silganholdings.com,Pearson,0.0086,Low
Ticker_COLM,Pearson,0.0086,Low
Website_https://https://about.underarmour.com,Pearson,0.0086,Low
CEO_Adam J. Greenlee,Pearson,0.0086,Low
company_Envista Holdings,Pearson,0.0086,Low
city_Palm Beach Gardens,Pearson,0.0086,Low
Website_https://www.realogy.com,Pearson,0.0086,Low
Website_https://www.ghco.com,Pearson,0.0086,Low
company_Anywhere Real Estate,Pearson,0.0086,Low
Website_https://www.sonicautomotive.com,Pearson,0.0086,Low
company_Peabody Energy,Pearson,0.0086,Low
company_Microchip Technology,Pearson,0.0086,Low
city_Brea,Pearson,0.0086,Low
Website_https://www.columbia.com,Pearson,0.0086,Low
CEO_Ryan M. Schneider,Pearson,0.0086,Low
Website_https://www.peabodyenergy.com,Pearson,0.0086,Low
CEO_James C. Grech,Pearson,0.0086,Low
Ticker_UAA,Pearson,0.0086,Low
Ticker_SLGN,Pearson,0.0086,Low
city_Chandler,Pearson,0.0086,Low
company_Graham Holdings,Pearson,0.0086,Low
Website_https://www.envistaco.com,Pearson,0.0086,Low
company_Columbia Sportswear,Pearson,0.0086,Low
company_Rollins,Pearson,0.0086,Low
prev_rank_445.0,Pearson,0.0086,Low
CEO_Ganesh Moorthy,Pearson,0.0086,Low
CEO_Gary W. Rollins,Pearson,0.0086,Low
Ticker_SAH,Pearson,0.0086,Low
Website_https://www.microchip.com,Pearson,0.0086,Low
Ticker_BTU,Pearson,0.0086,Low
CEO_Timothy P. Boyle,Pearson,0.0086,Low
CEO_Timothy J. O?Shaughnessy,Pearson,0.0086,Low
Ticker_HOUS,Pearson,0.0086,Low
company_Under Armour,Pearson,0.0086,Low
Ticker_MCHP,Pearson,0.0086,Low
Ticker_NVST,Pearson,0.0086,Low
CEO_David L. Goodin,Pearson,0.0085,Low
Ticker_HTZ,Pearson,0.0085,Low
city_Estero,Pearson,0.0085,Low
company_Sun Communities,Pearson,0.0085,Low
Website_https://www.mdu.com,Pearson,0.0085,Low
